rssi_dbm,noise_floor_dbm,snr_est_db,aci_power_db,jammer_tone_power_db,spectral_flatness,spectral_centroid_hz,evm_rms_pct,ber_est,papr_db,cfo_hz,phase_noise_rms_deg,iq_gain_imbalance_db,iq_phase_imbalance_deg,delay_spread_ns,doppler_hz,y_snr_gain_db
-67.08319643644198,-98.73749711073378,33.17991500314805,-40.01872605387199,,0.3245243692808635,-2437.360134467053,12.352019125730893,0.0281826296294085,8.795514808048626,87.94819215992783,4.155342739984891,0.0149043833823646,2.411148709136949,103.41077411624369,35.410087594885354,0.0
-71.87110955174033,-95.00584939128564,19.71132934408004,-27.942548821098654,-27.25267556770106,0.2286134297004748,927.709944614237,9.141363462807217,0.0243430232541258,7.973969295039589,78.40093649319306,4.172619719039111,0.1962482665096684,3.092387659142305,72.3484235307651,14.696232268831285,0.0
-72.88780005787194,-99.35835119140197,,-20.68657845270962,-22.572625071319987,0.0620609770976132,1483.8897076353337,11.268023345733951,0.0148827940271985,7.399067913976446,174.3349244781417,4.393873235205969,0.2265717392854088,-1.7030471146109831,66.82121578458512,24.043653013728083,0.0
-64.63559165423405,-101.10487440476436,37.40143792201285,-21.01257370347917,-30.18814437528852,0.1447989665311503,-1443.9138310288236,6.106515993277975,0.0061215988602499,7.922542967693355,390.0279437803593,,0.3542369334824015,-0.4435608052540282,79.21623408459618,7.518181652370573,0.0
-77.09690921098873,-102.07876562609066,,-24.493356344178864,-26.35508873261584,0.2065954520159309,-2816.7566534752746,6.0232920827880605,0.0452210687662005,5.92749183724375,-601.8046333924697,1.7436160181728395,-0.1574225774003118,-0.9254450261234808,50.0,36.08079816564653,0.0
-80.11959668484354,-109.52412129367468,,,,0.2745677026758596,810.5909948043789,16.500439634766632,0.0348622423145198,6.765781645443632,374.6153621922455,4.033111546834002,-0.3877732868761278,-2.204853106302401,197.78766473768133,17.45573299737859,0.0
-83.12646909736405,-96.81295569114032,17.47060047957737,-29.610330948211924,-20.2546413602704,0.1784719260496506,-4788.731421478962,10.44491777460529,0.0323607846649859,3.790092656692804,338.9654962076238,,-0.369905302164576,1.6715657875482497,57.96112282075117,11.41080332004705,0.0937465792123424
-75.10695870345111,-99.2875902372729,27.23092059178581,-18.53468927049525,-30.532558847083067,0.0659064993185398,1993.0309731767195,5.571566516815592,0.005499110180072,7.45064341485026,54.53148156011584,,0.4093580672654923,4.129825865569845,180.79152327186156,14.786546652430491,0.0
-78.60850443028848,,20.96760242983325,-16.42005510077131,-30.19294425261365,0.2034102001751957,2399.477019760716,7.251129423592086,0.0195482193374508,6.919467267891482,-60.41925353943209,1.6283957218665128,-0.089245523750006,-0.6710561912880965,88.15129950689689,10.74247348462705,0.0
-85.82745279969133,-103.67028994878572,19.75930955702397,-27.056467357284355,,0.1456923005437974,-3137.523649680667,10.51323612702204,0.0412307719145736,8.634049711492146,,3.2807419278948,-0.6864827263761093,-2.6994454151216867,50.0,40.92604105213845,1.6691729215679298
-76.81225440784677,-100.5711153360072,,-25.742688788518144,-20.75416324586301,0.3751003406314503,-33.4783895406151,16.00275037361251,0.0091340104689896,8.078161235071244,-528.2456029819351,,-0.6625228192971379,0.0222846977814474,144.55463306280672,20.886283675630267,0.0
-86.94071529283084,,14.224139772987645,,,0.0831143093447998,77357.34765535538,7.284575168965644,0.0153190349963644,9.37455230520005,1889.066678121528,4.039072329021295,-0.3403611660255388,3.5362978359859545,89.12250231370578,7.694133696422573,0.0800611024609665
-84.50555518529424,-113.86499974944488,28.992267586482324,,-27.896982875701624,0.0776218806633067,-1826.473831028341,4.815953524403899,0.0114836871580074,6.681528822887314,,3.352364044330443,0.2857583260154674,0.8747115638439152,50.0,65.52406285424843,0.0
-72.59460058301435,-91.67149607188368,18.69131137190006,-23.514164026342534,,0.2199004155698181,-1378.4250764468636,7.601913038048202,0.0217425041866925,6.060426277523451,,,0.9650767327437034,-0.4688288185713567,79.64800532273188,3.75947587657302,0.0
-80.03024421436936,-102.19323877274005,20.036243719161504,-13.468824054072028,-17.238358817516676,0.2816810765656197,1456.0239014417375,7.572024749314009,0.0075772284503929,6.589669942876037,,4.103482774678866,-0.3165088225526619,-2.614826267175532,170.99295585214597,19.968928213298216,5.191426384281384
-49.040371415545934,,40.0,-18.94028081591377,-15.091537185779917,0.2014386286500968,139.21710161257573,8.330579728891353,0.0129144645348327,7.843431755202329,-609.5964045614463,,0.3176938484135554,0.1411472524141944,134.38893130565847,18.57392817253379,0.0
-69.40824269808506,,31.81562637577692,,,0.1346131775318713,1716.0175695019118,11.212864071214495,0.0042754071504599,9.024666178316275,,3.979825221519228,-0.7075440135366909,0.6629508541460126,119.45486114089002,7.009030794741645,0.0
-83.88531564814346,-100.51712928243542,20.35880627204033,,,0.3027497856639943,3219.003316532482,6.257919197573943,0.017827256526033,5.577562402388517,-219.23865205448652,2.9124578494980806,0.6463647110842018,1.78425300492373,102.68157923853092,28.923025445802665,0.0
-62.505809580125344,-103.49505524664464,40.0,,,0.1130800854103559,-1197.449039887103,5.869430737234366,0.0075043686884698,6.594567875018979,-326.63461704030993,5.734946143563293,0.8571929986396956,-1.1814375084063775,84.63370890730303,41.07346700057811,0.0
-54.7647059954384,,40.0,-18.37423732565697,-24.39092651175066,0.1331884410259423,2873.961228126924,15.387877814526975,0.1822066043644285,8.335071422640096,-360.8640466986994,3.524252870900481,0.2850220796826546,-0.1817744832902462,50.0,4.535810938993217,0.0
-71.88118129612008,-106.91498209399592,34.77239805551687,-20.888085101318676,-25.998267244847334,0.1395704040225507,-1502.765871048592,9.125525734901716,0.0133052210892204,7.103918884987263,327.4210175605391,1.6457263705351308,-1.173193962537709,-0.5411968338972377,55.14255833430341,16.809565643516923,0.0
-74.41869441453458,-99.4665666037066,,-20.42470011681721,-26.434367888204363,0.2574629742430104,-1017.3236669607476,13.731858783195529,0.0060328358384412,5.867759977621816,160.2040462748879,,0.5562260389807533,-2.3694749332515164,64.19960958752273,9.92746526396904,0.0
-80.43950924984256,-100.77599195344604,16.99144814128674,,,0.117263992454039,-1869.579648974641,7.10512263296842,0.0158471338816971,6.937535261442789,66.66943679466323,4.667465661103822,0.3158976297550843,-1.9761428904932008,92.36966291719618,17.466283867871287,0.0
-89.06120569657153,,,-22.56155692595763,-14.031254060331472,0.143045467380946,-512.3402928128254,10.269674329661305,0.2447015132075809,8.255312357388524,-166.90938621129894,3.050011677738979,-0.8182263475065906,2.264142156836612,55.82685359046347,45.787061477194406,0.0
-80.22641639799451,-102.20102695999326,22.172279817595257,-13.31294980670414,-25.815943061287573,0.2153564535737104,-570.2629128686056,10.49611632050546,0.0691053914931068,8.375898474506307,-207.55338942453525,3.173569239656063,0.6059374102330258,-0.1237240361576545,97.89025962293805,11.973755883691318,0.0
-65.78560013604715,-100.28135993908845,37.06678969833241,-19.343033655013677,-20.94098767546537,0.1322591212926152,76.0539928303193,9.736479976519888,0.0176744408212222,7.996711288765631,,,-0.7665244211267113,-1.9430794283910573,107.33115197033078,9.567709087378647,0.0
-58.49552956939773,,,-15.479764226378734,,0.1168050757809949,3150.6969671716533,13.854306722350325,0.0098046993890774,9.003545365639056,152.62963268293788,,-0.4157276075789984,2.1796325277425246,88.54947168255657,20.127608505930898,0.0
-67.87935036515898,-97.88955528714678,30.35651560288788,-22.759575853913148,,0.2086568847164431,310.4119462345832,13.387955087481812,0.025082235071862,8.02470222662898,512.557400306612,1.9467075164758612,-0.0797209706372103,4.444127424380828,51.98730853453231,10.009372225731765,0.0
-71.66384585094184,-100.24485174137553,32.445642073042904,-16.894155292759013,,0.1803354837208334,-849.4551328045765,10.85504372034609,0.0149856845447198,6.558692983779012,,4.157541364599447,-0.834994500519486,-3.344956737947741,74.08904767914562,14.387761953413698,0.0
-58.93010887334528,-106.89653557897452,,-29.68310776809507,,0.1876648843783253,-862.1657631816718,5.758010562893649,0.049664547577377,5.724329128523823,,4.087323365780562,-0.4349579807921546,0.9014651253050572,69.01776322354361,28.29451812200973,0.0
-90.4187569626381,-102.11112719341703,,-16.94993801623663,,0.1192883652685865,1935.6496746478715,7.726693486912239,0.0196769401432808,8.129975665198415,136.72146698279988,3.418277794140802,-0.994536854326447,1.3544250135705056,163.15617722800937,11.374019627015628,0.0
-76.77386982825904,-104.27465227819796,28.46587562001832,,,0.1473728625713619,1805.8176569128827,14.733116251347102,0.0192716087843509,7.363281200495364,230.05819852207648,3.2073753379892107,0.0359117406435633,-1.6993805227143512,53.50888725891229,24.274818666463126,9.824186380172142
-72.50051042544915,-104.93289112983308,,,-22.00964561866484,0.1161285243812338,-1083.114906876098,11.00140225843371,0.0244845246996698,6.43961321300033,87.70861704506821,3.321344278167228,-0.7320805054789974,-2.4357487200855696,67.30360544187397,26.72348487024506,0.0
-71.01372535141331,-98.83360264355804,,,-23.38728523011789,0.1628253657652578,-2089.411461509005,6.356379986537429,0.0171589026913751,9.724800614704565,372.17506756394266,,0.5176910100421561,0.968684745420262,50.0,22.84250099825793,0.0
-60.89775689882603,-109.02128577046616,40.0,-25.91212848736729,,0.1032186327151496,2802.111924771167,4.472828661955359,0.0244417284823054,6.68987597261672,,2.025501259119506,-0.9095185774559574,-2.0560866492790044,87.40896245225187,22.156633976926948,0.0
-78.50291941397181,-108.06555760158749,29.42869857759864,-20.77996448712677,-38.59521567502224,0.0878253383982829,-927.7007482834458,11.456022465563702,0.0060985019545119,7.433271925776581,-101.37993500090327,,0.4972210395842454,0.0434726853019927,52.19182429760012,52.49489505830826,0.0
-49.846260686287366,-103.51551419435748,40.0,-17.949629033680715,-29.095801796440192,0.1035690296550429,559.9741860395632,4.899219105925717,0.0026249034800937,4.526760392400468,187.72373702670777,3.361943866889426,-0.2714053248625497,2.3468295570177937,57.04143553137464,9.060287444272202,0.0
-70.96890094796194,,,-13.78925547320848,-30.38625670129205,0.2623457498513727,-2534.8495780400067,11.167361540648557,0.0025720608048195,8.421889307588877,-221.1190029252869,2.8168199478816915,-0.5500080852410906,1.1851607870917766,82.00280969827645,11.918497073669943,0.0
-61.17550860552659,-99.28922261755598,37.633452168995184,-20.474763660003056,,0.0832923886365667,407.9418956456859,10.615697283787856,0.0166870162208426,7.76571758604618,,,0.3389430669380056,-3.908186943913941,50.08742399759618,29.3586193364835,0.0
-76.9913692912894,,22.38632410712902,-16.627340094972514,,0.2235182196542511,3008.0588334324084,8.01425385331419,0.058590422180594,6.419502112340443,-277.5925519143775,2.962002096658176,-0.6198510672160717,1.6844411616914974,198.6857136293425,8.288691783550608,0.0
-93.70829682597882,-99.25406135005356,5.81372852826488,-24.60422117658759,-22.025074400237955,0.1518177278734499,-431.609058515383,9.316822861493725,0.0060903020578025,7.461935633664676,157.37244228610083,3.242800939013828,0.9866012898924904,1.0917349325633168,121.3262752302364,33.280840085093224,1.6376325989703455
-75.79616198215076,,24.364493927212127,-21.159861114426256,-35.289894148645736,0.0800492603311618,-2167.4108199987945,10.67817836101539,0.0292361174654067,9.979903995000226,195.5470132183151,4.178986418681143,-0.4682070788919252,0.2269475617966343,90.96158493456862,9.432436642866168,0.0
-84.7226247293742,-98.65380958614264,13.0065811226062,-19.234550353319094,-27.35262010201564,0.1664353459074783,-30.24326810712421,14.1642408532462,0.0015605646206025,7.240445223926491,135.58939667441848,3.145545790904808,0.2345258257506112,-2.25066372562125,77.68853979359953,32.25337566081293,0.4914809231704525
-77.62984629581838,-102.2955285970979,,-15.653793530494813,-31.598718232403943,0.1737534680981576,3527.772209596353,13.34470750299571,0.011454718453123,7.9837811769729345,-327.3512193016722,4.112453970055318,-1.3141704937838483,4.28032006743448,85.94041081493548,10.460795138487082,0.0
-59.76929013833772,,37.26006261437091,,-22.435133501958383,0.2826865585664681,2951.372908670815,8.952214400413524,0.0084090698218839,9.095490029083717,,1.6194684931466352,0.1899487866163223,-2.8775818545359413,50.0,21.366459268570367,0.0
-60.69929974757503,-106.49954361538852,40.0,-12.644617596637136,-22.180899809776022,0.0987492931532006,-687.6316244516339,8.706262049669599,0.0180675879199308,6.650310387839798,822.2399226764733,3.282250861486364,-0.2579514295224545,-1.4167806791407422,50.0,8.433006243960596,0.0
-71.60271523158492,-95.70690099684592,26.6677712258616,,-22.84142468360788,0.1291862060184025,-2293.263954166478,7.628402219004209,0.0044071863041307,10.075647706778522,-108.38760310246651,3.058716589485781,-0.4888862658167328,2.0269756422703167,75.4120553637173,16.264830868799486,0.0
-93.09430296692904,-95.00797427956942,4.402570269980162,-28.52601862147187,-27.402733792365463,0.199884840799688,-1508.7019058705855,10.691098662356302,0.0116989833547759,7.124052397244984,,,-0.2039727341709171,1.70529793692081,72.73973068824955,28.856897000946187,1.4455226366423335
-91.37849618778918,,16.788761326344552,,-23.857868120581266,0.2454490003645782,-1773.9683206712696,5.249553789652968,0.0104574934217834,5.07000510325364,624.7383817819298,,-0.6918437049950364,1.700518914757426,52.494374490076666,20.36153685721661,0.3697066178510393
-75.37646104184063,,30.37370654041119,-20.70091737425895,,0.3041108621673456,-689.0183342594263,12.139931536333822,0.0786915167082911,4.655208784208243,60.75909391635159,4.055203787779058,0.3961375783416005,2.193181480830999,50.0,6.9750907383844245,0.0
-72.41091748774835,-96.17514898308058,,-30.71195284369708,,0.3421246578205794,527.0137116743849,7.589378619485077,0.0062469822453484,8.356597134144163,177.034115645729,2.7154323785231456,-0.0604151626660409,1.2064702145720043,109.36371816894768,13.12966917876796,13.176920964755444
-74.41145202762183,,,-16.91063570629137,,0.0751119415867016,3115.566184560475,11.315519570794509,0.0308177436391689,4.15891110293106,,,-0.246190144335819,5.710645136847916,50.0,14.720846914197054,0.0
-57.61660739417771,,38.9775672865511,,-17.720574089911175,0.0386960878737402,1141.178086081234,5.982520010595597,0.0273280500816274,8.418137074556537,-92.1822960307745,,-0.675232200451088,-1.1629165726582709,50.0,7.548688661132536,0.0
-50.19504937115396,-96.2339008686096,40.0,-21.30911294048509,-14.272932034530612,0.1505312710501796,3233.6929076267447,12.08185658972648,0.0282516256576391,4.166389353248533,,3.97223924620587,0.1199218500952687,-2.758185475898324,98.90279768199854,8.310373843116746,0.0
-67.4960198372241,,32.28262080037552,,-26.99462093522343,0.195918040822861,-145.06426188021138,7.343712603070133,0.0083509419532578,8.862165914558453,-14.51801902082036,,-0.5938771749130692,2.419594781084605,58.02540878239864,7.808556600986942,0.0
